sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
"Love in Forest",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Portrait Paintings/Couple Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,love-in-forest-1,,,,/u/n/untitled.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/u/n/untitled.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/u/n/untitled.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/u/n/untitled.png,,"6/23/21, 12:57 PM","12/16/21, 3:19 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""76160"",jd_trends_artist=""2"",prirority=""3""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/u/n/untitled.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",,,,,,,,,,,
"The Tree of Life1",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,the-tree-of-life1,,,,/t/h/the_tree_of_life.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life.png,,"6/23/21, 1:08 PM","6/4/24, 6:06 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""51295"",jd_trends_artist=""2"",prirority=""9""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/t/h/the_tree_of_life.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",,,,,,,,,,,
"Ajanta 1",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p>Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect</p>",1.0000,2,"Taxable Goods",Catalog,,,,,ajanta-1,,,,/t/h/the_tree_of_life2.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life2.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life2.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",/t/h/the_tree_of_life2.png,,"6/23/21, 1:13 PM","5/13/22, 5:30 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""33600"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/t/h/the_tree_of_life2.png,"Contemporary wall art has the ability to transform a room with striking visuals, intricate textures and connect",,,,,,,,,,,
"BIRD 2",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,bird-2,,,,/b/i/bird_2.jpg,"High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls",/b/i/bird_2.jpg,"High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls",/b/i/bird_2.jpg,"High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls",/b/i/bird_2.jpg,,"6/23/21, 3:27 PM","12/16/21, 3:19 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""120000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/i/bird_2.jpg,"High Quality Indian Painting for a mesmerizing visual experience and to create the look and feel of the original nature right at your walls",,,,,,,,,,,
"BIRD 3",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,bird-3,,,,/1/6/1604994162a038956d_2661_4b1d_a7d2_b5b17c69df6e.jpg,"Stunning nature art painting will suitably fit your living room!",/1/6/1604994162a038956d_2661_4b1d_a7d2_b5b17c69df6e.jpg,"Stunning nature art painting will suitably fit your living room!",/1/6/1604994162a038956d_2661_4b1d_a7d2_b5b17c69df6e.jpg,"Stunning nature art painting will suitably fit your living room!",/1/6/1604994162a038956d_2661_4b1d_a7d2_b5b17c69df6e.jpg,,"6/23/21, 3:39 PM","12/16/21, 3:18 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""60000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/1/6/1604994162a038956d_2661_4b1d_a7d2_b5b17c69df6e.jpg,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"Realistic flower",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,realistic-flower,,,,/b/i/bird_3_1.jpg,"Stunning nature art painting will suitably fit your living room!",/b/i/bird_3_1.jpg,"Stunning nature art painting will suitably fit your living room!",/b/i/bird_3_1.jpg,"Stunning nature art painting will suitably fit your living room!",/b/i/bird_3_1.jpg,,"6/23/21, 3:44 PM","12/16/21, 3:18 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""100000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/i/bird_3_1.jpg,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"Realistic flower 2",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,realistic-flower-2,,,,/s/c/screenshot_1_1_16.png,"Stunning nature art painting will suitably fit your living room!",/s/c/screenshot_1_1_16.png,"Stunning nature art painting will suitably fit your living room!",/s/c/screenshot_1_1_16.png,"Stunning nature art painting will suitably fit your living room!",/s/c/screenshot_1_1_16.png,,"6/23/21, 3:46 PM","12/16/21, 3:18 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""60000"",jd_trends_artist=""2"",prirority=""3""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/c/screenshot_1_1_16.png,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"Realistic flower 3",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,realistic-flower-3,,,,/1/3/1398236014lotus2.jpg,"Stunning nature art painting will suitably fit your living room!",/1/3/1398236014lotus2.jpg,"Stunning nature art painting will suitably fit your living room!",/1/3/1398236014lotus2.jpg,"Stunning nature art painting will suitably fit your living room!",/1/3/1398236014lotus2.jpg,,"6/23/21, 3:50 PM","12/29/23, 7:12 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""30000"",jd_trends_artist=""2"",prirority=""7""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/1/3/1398236014lotus2.jpg,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"BIRD SERIES 1",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,,,,,/1/4/1436865806birdserieslow_4x3_2.25lac.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436865806birdserieslow_4x3_2.25lac.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436865806birdserieslow_4x3_2.25lac.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436865806birdserieslow_4x3_2.25lac.jpg,,"6/23/21, 3:53 PM","11/6/21, 10:31 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""120000"",jd_trends_artist=""2"",prirority=""3""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/1/4/1436865806birdserieslow_4x3_2.25lac.jpg,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"PEACOCK WITH FLOWERS",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Landscape Paintings,Default Category/Paintings/Medium/Oil,Default Category/Paintings/Style/Realistic,Default Category/Paintings/Landscape Paintings/Nature Painting, Scenery Painting,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Stunning nature art painting will suitably fit your living room!""}"" data-sheets-userformat=""{""2"":15357,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""9"":0,""10"":0,""11"":4,""12"":0,""14"":{""1"":2,""2"":0},""15"":""Arial"",""16"":10}"">Stunning nature art painting will suitably fit your living room!</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,,,,,/1/4/1436866710peacockwithflowerslow_4x3_2.25lacs.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436866710peacockwithflowerslow_4x3_2.25lacs.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436866710peacockwithflowerslow_4x3_2.25lacs.jpg,"Stunning nature art painting will suitably fit your living room!",/1/4/1436866710peacockwithflowerslow_4x3_2.25lacs.jpg,,"6/23/21, 3:57 PM","11/6/21, 10:31 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Oil"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""120000"",jd_trends_artist=""2"",prirority=""2""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/1/4/1436866710peacockwithflowerslow_4x3_2.25lacs.jpg,"Stunning nature art painting will suitably fit your living room!",,,,,,,,,,,
"Janvi 1",,admin,simple,"Default Category/Paintings,Default Category/Paintings/Style,Default Category/Paintings/Medium,Default Category/Paintings/Medium/Acrylic,Default Category/Paintings/Style/Contemporary,Default Category/Paintings/Surface,Default Category/Paintings/Surface/Canvas,Default Category/Paintings/Portrait Paintings,Default Category/Paintings/Portrait Paintings/Lady Paintings,Default Category/Show by Room,Default Category/Show by Room/Living Room,Default Category/Room by View/Living Room View,Default Category/Room by View",base,,,"<p><span data-sheets-value=""{""1"":2,""2"":""Contemporary art for your living room that generates sweet emotions""}"" data-sheets-userformat=""{""2"":8893,""3"":{""1"":0},""5"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""6"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""7"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""8"":{""1"":[{""1"":2,""2"":0,""5"":{""1"":2,""2"":0}},{""1"":0,""2"":0,""3"":3},{""1"":1,""2"":0,""4"":1}]},""10"":0,""12"":0,""16"":10}"">Contemporary art for your living room that generates sweet emotions</span></p>",1.0000,2,"Taxable Goods","Catalog, Search",,,,,,,,,/s/a/sachin-kharat-24-x-24-inches-acrylic-on-canvas.jpg,"Contemporary art for your living room that generates sweet emotions",/s/a/sachin-kharat-24-x-24-inches-acrylic-on-canvas.jpg,"Contemporary art for your living room that generates sweet emotions",/s/a/sachin-kharat-24-x-24-inches-acrylic-on-canvas.jpg,"Contemporary art for your living room that generates sweet emotions",/s/a/sachin-kharat-24-x-24-inches-acrylic-on-canvas.jpg,,"6/24/21, 12:09 PM","11/6/21, 10:31 PM",,,"Block after Info Column",,,,No,,,,,,,"Use config",India,"medium=""Acrylic"",most_purchased=""No"",tier_price_config_for_store=""Merge tier price and tier price for store view"",artist_price=""31000"",jd_trends_artist=""2"",prirority=""1""",1.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/s/a/sachin-kharat-24-x-24-inches-acrylic-on-canvas.jpg,"Contemporary art for your living room that generates sweet emotions",,,,,,,,,,,
